time,x,y,z,vx,vy,vz
6216,-177,49,-147,26,11,-6
6217,-148,59,-150,29,10,-3
6218,-116,68,-150,32,9,0
6219,-81,76,-147,35,8,3
6220,-43,83,-141,38,7,6
6221,-4,89,-132,39,6,9
6222,36,94,-120,40,5,12
6223,75,98,-105,39,4,15
6224,113,101,-87,38,3,18
6225,148,103,-66,35,2,21
6226,180,104,-44,32,1,22
6227,209,104,-21,29,0,23
6228,235,103,3,26,-1,24
6229,258,101,26,23,-2,23
6230,278,98,48,20,-3,22
6231,295,94,67,17,-4,19
6232,309,89,83,14,-5,16
6233,320,83,96,11,-6,13
6234,328,76,106,8,-7,10
6235,333,67,113,5,-9,7
6236,335,55,117,2,-12,4
6237,336,42,118,1,-13,1
6238,336,28,116,0,-14,-2
6239,335,13,111,-1,-15,-5
6240,333,-3,103,-2,-16,-8
6241,330,-20,92,-3,-17,-11
6242,326,-36,78,-4,-16,-14
6243,321,-51,61,-5,-15,-17
6244,315,-65,43,-6,-14,-18
6245,308,-78,24,-7,-13,-19
6246,300,-90,4,-8,-12,-20
6247,291,-101,-17,-9,-11,-21
6248,281,-111,-39,-10,-10,-22
6249,268,-120,-58,-13,-9,-19
6250,252,-128,-74,-16,-8,-16
6251,233,-135,-87,-19,-7,-13
6252,211,-141,-97,-22,-6,-10
6253,186,-146,-104,-25,-5,-7
6254,158,-150,-108,-28,-4,-4
6255,127,-153,-109,-31,-3,-1
6256,93,-155,-107,-34,-2,2
6257,56,-156,-102,-37,-1,5
6258,16,-156,-94,-40,0,8
6259,-25,-154,-83,-41,2,11
6260,-67,-149,-71,-42,5,12
6261,-106,-141,-58,-39,8,13
6262,-142,-130,-44,-36,11,14
6263,-175,-116,-29,-33,14,15
6264,-205,-99,-13,-30,17,16
6265,-232,-79,4,-27,20,17
6266,-256,-58,22,-24,21,18
6267,-277,-36,39,-21,22,17
6268,-295,-13,53,-18,23,14
6269,-310,11,64,-15,24,11
6270,-322,36,72,-12,25,8
6271,-331,60,77,-9,24,5
6272,-337,83,79,-6,23,2
6273,-340,105,78,-3,22,-1
6274,-342,126,74,-2,21,-4
6275,-343,146,67,-1,20,-7
6276,-343,165,59,0,19,-8
6277,-342,183,50,1,18,-9
6278,-340,200,40,2,17,-10
6279,-337,216,29,3,16,-11
6280,-333,229,17,4,13,-12
6281,-328,239,4,5,10,-13
6282,-322,246,-10,6,7,-14
6283,-315,250,-25,7,4,-15
6284,-307,251,-40,8,1,-15
6285,-298,249,-54,9,-2,-14
6286,-288,244,-67,10,-5,-13
6287,-275,236,-77,13,-8,-10
6288,-259,225,-84,16,-11,-7
6289,-240,211,-88,19,-14,-4
6290,-218,194,-89,22,-17,-1
6291,-193,174,-87,25,-20,2
6292,-165,151,-82,28,-23,5
6293,-134,125,-74,31,-26,8
6294,-100,96,-65,34,-29,9
6295,-63,66,-55,37,-30,10
6296,-23,35,-44,40,-31,11
6297,20,3,-32,43,-32,12
6298,62,-30,-19,42,-33,13
6299,103,-64,-5,41,-34,14
6300,141,-97,10,38,-33,15
6301,176,-129,24,35,-32,14
6302,208,-158,37,32,-29,13
6303,237,-184,49,29,-26,12
6304,263,-207,58,26,-23,9
6305,286,-227,64,23,-20,6
6306,306,-244,67,20,-17,3
6307,323,-258,67,17,-14,0
6308,337,-269,64,14,-11,-3
6309,348,-277,58,11,-8,-6
6310,356,-282,49,8,-5,-9
6311,361,-284,37,5,-2,-12
6312,363,-283,24,2,1,-13
6313,362,-279,10,-1,4,-14
6314,358,-272,-5,-4,7,-15
6315,353,-262,-21,-5,10,-16
6316,347,-249,-36,-6,13,-15
6317,340,-233,-50,-7,16,-14
6318,332,-214,-63,-8,19,-13
6319,323,-192,-75,-9,22,-12
6320,313,-167,-86,-10,25,-11
6321,302,-139,-94,-11,28,-8
6322,290,-110,-99,-12,29,-5
6323,277,-80,-101,-13,30,-2
6324,263,-49,-100,-14,31,1
6325,248,-17,-96,-15,32,4
6326,232,16,-89,-16,33,7
6327,215,50,-79,-17,34,10
6328,197,83,-66,-18,33,13
6329,178,115,-50,-19,32,16
6330,156,144,-33,-22,29,17
6331,131,170,-15,-25,26,18
6332,103,193,4,-28,23,19
6333,72,213,22,-31,20,18
6334,38,230,39,-34,17,17
6335,1,244,55,-37,14,16
6336,-37,255,70,-38,11,15
6337,-74,263,82,-37,8,12
6338,-110,268,91,-36,5,9
6339,-145,270,97,-35,2,6
6340,-179,269,100,-34,-1,3
6341,-212,265,100,-33,-4,0
6342,-244,258,97,-32,-7,-3
6343,-273,248,91,-29,-10,-6
6344,-299,235,82,-26,-13,-9
6345,-322,219,70,-23,-16,-12
6346,-342,200,55,-20,-19,-15
6347,-359,178,37,-17,-22,-18
6348,-373,153,16,-14,-25,-21
6349,-384,127,-6,-11,-26,-22
6350,-392,100,-27,-8,-27,-21
6351,-397,72,-47,-5,-28,-20
6352,-399,43,-66,-2,-29,-19
6353,-398,13,-84,1,-30,-18
6354,-394,-16,-99,4,-29,-15
6355,-387,-44,-111,7,-28,-12
6356,-377,-71,-120,10,-27,-9
6357,-364,-97,-126,13,-26,-6
6358,-350,-122,-129,14,-25,-3
6359,-335,-146,-129,15,-24,0
6360,-319,-167,-126,16,-21,3
6361,-302,-185,-120,17,-18,6
6362,-284,-200,-111,18,-15,9
6363,-265,-212,-99,19,-12,12
6364,-245,-221,-84,20,-9,15
6365,-224,-227,-66,21,-6,18
6366,-202,-230,-45,22,-3,21
6367,-179,-230,-23,23,0,22
6368,-155,-227,-2,24,3,21
6369,-130,-221,18,25,6,20
6370,-104,-212,37,26,9,19
6371,-77,-200,55,27,12,18
6372,-49,-185,70,28,15,15
6373,-18,-167,82,31,18,12
6374,14,-148,91,32,19,9
6375,45,-128,97,31,20,6
6376,75,-107,100,30,21,3
6377,104,-85,100,29,22,0
6378,132,-62,97,28,23,-3
6379,159,-38,91,27,24,-6
6380,185,-15,82,26,23,-9
6381,210,7,70,25,22,-12
6382,234,28,55,24,21,-15
6383,257,48,37,23,20,-18
6384,279,67,16,22,19,-21
6385,300,85,-6,21,18,-22
6386,320,102,-27,20,17,-21
6387,339,118,-47,19,16,-20
6388,355,133,-66,16,15,-19
6389,368,147,-82,13,14,-16
6390,378,160,-95,10,13,-13
6391,385,170,-105,7,10,-10
6392,389,177,-112,4,7,-7
6393,390,181,-116,1,4,-4
6394,388,182,-117,-2,1,-1
6395,383,180,-115,-5,-2,2
6396,375,175,-110,-8,-5,5
6397,364,167,-102,-11,-8,8
6398,350,156,-91,-14,-11,11
6399,333,142,-77,-17,-14,14
6400,313,125,-60,-20,-17,17
6401,290,107,-40,-23,-18,20
6402,264,88,-19,-26,-19,21
6403,237,68,1,-27,-20,20
6404,209,47,20,-28,-21,19
6405,180,27,38,-29,-20,18
6406,150,8,55,-30,-19,17
6407,119,-10,69,-31,-18,14
6408,87,-27,80,-32,-17,11
6409,54,-43,88,-33,-16,8
6410,20,-58,93,-34,-15,5
6411,-15,-72,95,-35,-14,2
6412,-49,-85,94,-34,-13,-1
6413,-80,-97,90,-31,-12,-4
6414,-108,-108,83,-28,-11,-7
6415,-133,-118,73,-25,-10,-10
6416,-155,-127,60,-22,-9,-13
6417,-176,-135,44,-21,-8,-16
6418,-196,-142,25,-20,-7,-19
6419,-215,-148,7,-19,-6,-18
6420,-233,-153,-10,-18,-5,-17
6421,-250,-155,-26,-17,-2,-16
6422,-266,-154,-41,-16,1,-15
6423,-281,-150,-55,-15,4,-14
6424,-295,-143,-68,-14,7,-13
6425,-308,-133,-78,-13,10,-10
6426,-320,-120,-85,-12,13,-7
6427,-331,-104,-89,-11,16,-4
6428,-341,-85,-90,-10,19,-1
6429,-350,-65,-88,-9,20,2
6430,-358,-44,-83,-8,21,5
6431,-365,-22,-75,-7,22,8
6432,-369,-1,-64,-4,21,11
6433,-370,19,-50,-1,20,14
6434,-368,38,-35,2,19,15
6435,-363,56,-19,5,18,16
6436,-355,73,-4,8,17,15
6437,-344,89,10,11,16,14
6438,-330,104,23,14,15,13
6439,-313,118,35,17,14,12
6440,-293,131,46,20,13,11
6441,-270,143,56,23,12,10
6442,-244,154,65,26,11,9
6443,-215,164,71,29,10,6
6444,-183,173,74,32,9,3
6445,-148,181,74,35,8,0
6446,-110,188,71,38,7,-3
6447,-71,192,65,39,4,-6
6448,-31,193,56,40,1,-9
6449,10,191,44,41,-2,-12
6450,48,186,29,38,-5,-15
6451,83,178,13,35,-8,-16
6452,115,167,-2,32,-11,-15
6453,144,153,-16,29,-14,-14
6454,170,136,-29,26,-17,-13
6455,193,116,-41,23,-20,-12
6456,213,93,-52,20,-23,-11
6457,230,69,-62,17,-24,-10
6458,244,44,-71,14,-25,-9
6459,257,18,-79,13,-26,-8
6460,269,-9,-86,12,-27,-7
6461,280,-35,-90,11,-26,-4
6462,290,-60,-91,10,-25,-1
6463,299,-84,-89,9,-24,2
6464,307,-107,-84,8,-23,5
6465,314,-129,-76,7,-22,8
6466,320,-150,-65,6,-21,11
6467,325,-170,-51,5,-20,14
6468,329,-189,-34,4,-19,17
6469,332,-205,-16,3,-16,18
6470,334,-218,1,2,-13,17
6471,335,-228,17,1,-10,16
6472,333,-235,32,-2,-7,15
6473,328,-239,46,-5,-4,14
6474,320,-240,59,-8,-1,13
6475,309,-238,71,-11,2,12
6476,295,-233,82,-14,5,11
6477,278,-225,90,-17,8,8
6478,258,-214,95,-20,11,5
6479,235,-200,97,-23,14,2
6480,209,-183,96,-26,17,-1
6481,180,-163,92,-29,20,-4
6482,148,-140,85,-32,23,-7
6483,113,-114,75,-35,26,-10
6484,75,-87,62,-38,27,-13
6485,36,-59,46,-39,28,-16
6486,-4,-30,27,-40,29,-19
6487,-43,0,6,-39,30,-21
6488,-79,31,-14,-36,31,-20
6489,-112,63,-33,-33,32,-19
6490,-142,94,-51,-30,31,-18
6491,-169,124,-68,-27,30,-17
6492,-193,151,-84,-24,27,-16
6493,-214,175,-99,-21,24,-15
6494,-232,196,-111,-18,21,-12
6495,-247,214,-120,-15,18,-9
6496,-261,229,-126,-14,15,-6
6497,-274,241,-129,-13,12,-3
6498,-286,250,-129,-12,9,0
6499,-297,256,-126,-11,6,3
6500,-307,259,-120,-10,3,6
6501,-316,259,-111,-9,0,9
6502,-324,256,-99,-8,-3,12
6503,-331,250,-84,-7,-6,15
6504,-337,241,-66,-6,-9,18
6505,-342,229,-45,-5,-12,21
6506,-346,214,-21,-4,-15,24
6507,-349,196,2,-3,-18,23
6508,-349,175,24,0,-21,22
6509,-346,153,45,3,-22,21
6510,-340,130,65,6,-23,20
6511,-331,106,82,9,-24,17
6512,-319,81,96,12,-25,14
6513,-304,55,107,15,-26,11
6514,-286,28,115,18,-27,8
6515,-265,0,120,21,-28,5
6516,-241,-29,122,24,-29,2
6517,-214,-59,121,27,-30,-1
6518,-184,-88,117,30,-29,-4
6519,-151,-114,110,33,-26,-7
6520,-117,-137,100,34,-23,-10
6521,-82,-157,87,35,-20,-13
6522,-46,-174,71,36,-17,-16
6523,-9,-188,52,37,-14,-19
6524,29,-199,30,38,-11,-22
6525,64,-207,7,35,-8,-23
6526,96,-212,-15,32,-5,-22
6527,125,-214,-36,29,-2,-21
6528,151,-213,-56,26,1,-20
6529,174,-209,-75,23,4,-19
6530,194,-202,-91,20,7,-16
6531,213,-192,-104,19,10,-13
6532,231,-179,-114,18,13,-10
6533,248,-163,-121,17,16,-7
6534,264,-146,-125,16,17,-4
6535,279,-128,-126,15,18,-1
6536,293,-109,-124,14,19,2
6537,306,-89,-119,13,20,5
6538,318,-68,-111,12,21,8
6539,329,-46,-100,11,22,11
6540,339,-23,-86,10,23,14
6541,348,1,-69,9,24,17
6542,356,24,-49,8,23,20
6543,361,46,-28,5,22,21
6544,363,67,-8,2,21,20
6545,362,87,11,-1,20,19
6546,358,106,29,-4,19,18
6547,351,124,46,-7,18,17
6548,341,141,62,-10,17,16
6549,328,155,75,-13,14,13
6550,312,166,85,-16,11,10
6551,293,174,92,-19,8,7
6552,271,179,96,-22,5,4
6553,246,181,97,-25,2,1
6554,218,180,95,-28,-1,-2
6555,189,176,90,-29,-4,-5
6556,159,169,82,-30,-7,-8
6557,128,159,71,-31,-10,-11
6558,96,146,57,-32,-13,-14
6559,63,130,40,-33,-16,-17
6560,29,113,20,-34,-17,-20
6561,-6,95,1,-35,-18,-19
6562,-40,76,-17,-34,-19,-18
6563,-71,56,-34,-31,-20,-17
6564,-99,35,-50,-28,-21,-16
6565,-124,15,-65,-25,-20,-15
6566,-148,-4,-77,-24,-19,-12
6567,-171,-22,-86,-23,-18,-9
6568,-193,-39,-92,-22,-17,-6
6569,-214,-55,-95,-21,-16,-3
6570,-234,-70,-95,-20,-15,0
6571,-253,-84,-92,-19,-14,3
6572,-271,-97,-86,-18,-13,6
6573,-288,-109,-77,-17,-12,9
6574,-304,-120,-65,-16,-11,12
6575,-319,-130,-50,-15,-10,15
6576,-333,-139,-34,-14,-9,16
6577,-346,-147,-17,-13,-8,17
6578,-356,-154,-1,-10,-7,16
6579,-363,-158,14,-7,-4,15
6580,-367,-159,28,-4,-1,14
6581,-368,-157,41,-1,2,13
6582,-366,-152,53,2,5,12
6583,-361,-144,62,5,8,9
6584,-353,-133,68,8,11,6
6585,-342,-119,71,11,14,3
6586,-328,-102,71,14,17,0
6587,-311,-82,68,17,20,-3
6588,-291,-61,62,20,21,-6
6589,-268,-39,53,23,22,-9
6590,-244,-16,41,24,23,-12
6591,-219,6,26,25,22,-15
6592,-193,27,8,26,21,-18
6593,-166,47,-9,27,20,-17
6594,-138,66,-25,28,19,-16
6595,-109,84,-40,29,18,-15
6596,-79,101,-54,30,17,-14
6597,-48,117,-67,31,16,-13
6598,-16,132,-79,32,15,-12
6599,17,146,-88,33,14,-9
6600,47,159,-94,30,13,-6
6601,74,171,-97,27,12,-3
6602,100,182,-97,26,11,0
6603,125,192,-94,25,10,3
6604,149,201,-88,24,9,6
6605,172,209,-79,23,8,9
6606,194,214,-67,22,5,12
6607,215,216,-52,21,2,15
6608,235,215,-34,20,-1,18
6609,254,211,-15,19,-4,19
6610,272,204,3,18,-7,18
6611,289,194,20,17,-10,17
6612,305,181,36,16,-13,16
6613,320,165,51,15,-16,15
6614,332,146,63,12,-19,12
6615,341,124,72,9,-22,9
6616,347,99,78,6,-25,6
6617,350,72,81,3,-27,3
6618,350,44,81,0,-28,0
6619,347,15,78,-3,-29,-3
6620,341,-15,72,-6,-30,-6
6621,332,-44,63,-9,-29,-9
6622,320,-72,51,-12,-28,-12
6623,305,-99,36,-15,-27,-15
6624,287,-125,18,-18,-26,-18
6625,266,-150,-1,-21,-25,-19
6626,244,-174,-19,-22,-24,-18
6627,221,-197,-36,-23,-23,-17
6628,197,-219,-52,-24,-22,-16
6629,172,-240,-67,-25,-21,-15
6630,146,-258,-79,-26,-18,-12
6631,119,-273,-88,-27,-15,-9
6632,91,-285,-94,-28,-12,-6
6633,62,-294,-97,-29,-9,-3
6634,32,-300,-97,-30,-6,0
6635,1,-303,-94,-31,-3,3
6636,-30,-303,-88,-31,0,6
6637,-58,-300,-79,-28,3,9
6638,-85,-294,-67,-27,6,12
6639,-111,-285,-52,-26,9,15
6640,-136,-273,-34,-25,12,18
6641,-160,-258,-15,-24,15,19
6642,-183,-240,3,-23,18,18
6643,-205,-219,20,-22,21,17
6644,-226,-195,36,-21,24,16
6645,-246,-168,51,-20,27,15
6646,-265,-138,63,-19,30,12
6647,-283,-105,72,-18,33,9
6648,-300,-69,78,-17,36,6
6649,-316,-32,81,-16,37,3
6650,-331,6,81,-15,38,0
6651,-343,43,78,-12,37,-3
6652,-352,79,72,-9,36,-6
6653,-358,114,63,-6,35,-9
6654,-361,148,51,-3,34,-12
6655,-361,181,36,0,33,-15
6656,-358,213,18,3,32,-18
6657,-352,242,-1,6,29,-19
6658,-343,268,-21,9,26,-20
6659,-331,291,-40,12,23,-19
6660,-316,311,-58,15,20,-18
6661,-298,328,-73,18,17,-15
6662,-277,342,-85,21,14,-12
6663,-253,353,-94,24,11,-9
6664,-228,361,-100,25,8,-6
6665,-202,366,-103,26,5,-3
6666,-175,368,-103,27,2,0
6667,-147,367,-100,28,-1,3
6668,-118,363,-94,29,-4,6
6669,-88,356,-85,30,-7,9
6670,-57,346,-73,31,-10,12
6671,-25,333,-58,32,-13,15
6672,8,317,-40,33,-16,18
6673,40,298,-21,32,-19,19
6674,69,276,-1,29,-22,20
6675,95,251,18,26,-25,19
6676,118,223,36,23,-28,18
6677,140,192,51,22,-31,15
6678,161,158,63,21,-34,12
6679,181,121,72,20,-37,9
6680,200,81,78,19,-40,6
6681,218,38,81,18,-43,3
6682,235,-4,81,17,-42,0
6683,251,-45,78,16,-41,-3
6684,266,-85,72,15,-40,-6
6685,280,-124,63,14,-39,-9
6686,293,-162,51,13,-38,-12
6687,305,-199,36,12,-37,-15
6688,316,-233,20,11,-34,-16
6689,326,-264,3,10,-31,-17
6690,335,-292,-15,9,-28,-18
6691,343,-317,-32,8,-25,-17
6692,348,-339,-48,5,-22,-16
6693,350,-358,-63,2,-19,-15
6694,349,-374,-75,-1,-16,-12
6695,345,-387,-84,-4,-13,-9
6696,338,-397,-90,-7,-10,-6
6697,328,-404,-93,-10,-7,-3
6698,315,-408,-93,-13,-4,0
6699,299,-409,-90,-16,-1,3
6700,280,-407,-84,-19,2,6
6701,258,-402,-75,-22,5,9
6702,233,-394,-63,-25,8,12
6703,205,-383,-50,-28,11,13
6704,174,-369,-36,-31,14,14
6705,140,-352,-21,-34,17,15
6706,103,-332,-7,-37,20,14
6707,65,-309,6,-38,23,13
6708,26,-283,18,-39,26,12
6709,-14,-254,29,-40,29,11
6710,-53,-222,39,-39,32,10
6711,-89,-187,48,-36,35,9
6712,-122,-149,54,-33,38,6
6713,-152,-108,57,-30,41,3
6714,-179,-66,57,-27,42,0
6715,-203,-23,54,-24,43,-3
6716,-224,21,48,-21,44,-6
6717,-242,64,39,-18,43,-9
6718,-257,106,28,-15,42,-11
6719,-269,147,16,-12,41,-12
6720,-280,185,3,-11,38,-13
6721,-290,220,-9,-10,35,-12
6722,-299,252,-20,-9,32,-11
6723,-307,281,-30,-8,29,-10
6724,-314,307,-39,-7,26,-9
6725,-320,330,-47,-6,23,-8
6726,-325,350,-54,-5,20,-7
6727,-329,367,-60,-4,17,-6
6728,-332,381,-65,-3,14,-5
6729,-334,392,-67,-2,11,-2
6730,-335,400,-66,-1,8,1
6731,-335,405,-62,0,5,4
6732,-334,407,-55,1,2,7
6733,-332,406,-45,2,-1,10
6734,-329,402,-34,3,-4,11
6735,-323,395,-22,6,-7,12
6736,-314,385,-9,9,-10,13
6737,-302,372,3,12,-13,12
6738,-287,356,14,15,-16,11
6739,-269,337,24,18,-19,10
6740,-248,315,33,21,-22,9
6741,-224,290,41,24,-25,8
6742,-197,262,48,27,-28,7
6743,-167,231,54,30,-31,6
6744,-134,197,59,33,-34,5
6745,-98,160,61,36,-37,2
6746,-59,122,60,39,-38,-1
6747,-17,83,56,42,-39,-4
6748,26,43,49,43,-40,-7
6749,68,2,39,42,-41,-10
6750,107,-40,27,39,-42,-12
6751,143,-83,14,36,-43,-13
6752,176,-123,0,33,-40,-14
6753,206,-160,-15,30,-37,-15
6754,233,-194,-29,27,-34,-14
6755,257,-225,-42,24,-31,-13
6756,278,-253,-54,21,-28,-12
6757,296,-278,-65,18,-25,-11
6758,311,-300,-75,15,-22,-10
6759,323,-319,-82,12,-19,-7
6760,332,-335,-86,9,-16,-4
6761,338,-348,-87,6,-13,-1
6762,341,-358,-85,3,-10,2
6763,341,-365,-80,0,-7,5
6764,338,-369,-72,-3,-4,8
6765,334,-370,-61,-4,-1,11
6766,329,-368,-49,-5,2,12
6767,323,-363,-36,-6,5,13
6768,316,-355,-22,-7,8,14
6769,308,-344,-7,-8,11,15
6770,299,-330,9,-9,14,16
6771,289,-313,24,-10,17,15
6772,278,-293,38,-11,20,14
6773,266,-270,49,-12,23,11
6774,253,-244,57,-13,26,8
6775,239,-215,62,-14,29,5
6776,224,-183,64,-15,32,2
6777,208,-150,63,-16,33,-1
6778,191,-116,59,-17,34,-4
6779,173,-81,52,-18,35,-7
6780,152,-45,42,-21,36,-10
6781,128,-8,31,-24,37,-11
6782,101,30,19,-27,38,-12
6783,71,67,6,-30,37,-13
6784,38,103,-8,-33,36,-14
6785,2,137,-23,-36,34,-15
6786,-35,168,-39,-37,31,-16
6787,-71,196,-52,-36,28,-13
6788,-106,221,-62,-35,25,-10
6789,-140,243,-69,-34,22,-7
6790,-173,262,-73,-33,19,-4
6791,-205,278,-74,-32,16,-1
6792,-236,291,-72,-31,13,2
6793,-264,301,-67,-28,10,5
6794,-289,308,-59,-25,7,8
6795,-311,312,-48,-22,4,11
6796,-330,313,-36,-19,1,12
6797,-346,311,-23,-16,-2,13
6798,-359,306,-9,-13,-5,14
6799,-369,298,6,-10,-8,15
6800,-376,287,22,-7,-11,16
6801,-380,273,37,-4,-14,15
6802,-381,256,49,-1,-17,12
6803,-379,236,58,2,-20,9
6804,-374,215,64,5,-21,6
6805,-366,193,67,8,-22,3
6806,-355,170,67,11,-23,0
6807,-341,146,64,14,-24,-3
6808,-326,121,58,15,-25,-6
6809,-310,95,49,16,-26,-9
6810,-293,68,37,17,-27,-12
6811,-275,40,22,18,-28,-15
6812,-256,11,6,19,-29,-16
6813,-236,-19,-11,20,-30,-17
6814,-215,-50,-29,21,-31,-18
6815,-193,-80,-46,22,-30,-17
6816,-170,-109,-62,23,-29,-16
6817,-146,-135,-75,24,-26,-13
6818,-121,-158,-85,25,-23,-10
6819,-95,-178,-92,26,-20,-7
6820,-68,-195,-96,27,-17,-4
6821,-40,-209,-97,28,-14,-1
6822,-11,-220,-95,29,-11,2
6823,19,-228,-90,30,-8,5
6824,48,-233,-82,29,-5,8
6825,76,-235,-71,28,-2,11
6826,103,-234,-57,27,1,14
6827,129,-230,-40,26,4,17
6828,154,-223,-20,25,7,20
6829,178,-213,-1,24,10,19
6830,201,-202,17,23,11,18
6831,223,-190,34,22,12,17
6832,244,-177,48,21,13,14
6833,264,-163,59,20,14,11
6834,283,-148,67,19,15,8
6835,301,-132,72,18,16,5
6836,318,-115,74,17,17,2
6837,334,-97,73,16,18,-1
6838,347,-78,69,13,19,-4
6839,357,-58,62,10,20,-7
6840,364,-37,52,7,21,-10
6841,368,-15,39,4,22,-13
6842,369,8,25,1,23,-14
6843,367,32,10,-2,24,-15
6844,362,57,-6,-5,25,-16
6845,354,81,-21,-8,24,-15
6846,343,104,-35,-11,23,-14
6847,329,124,-48,-14,20,-13
6848,312,141,-58,-17,17,-10
6849,292,155,-65,-20,14,-7
6850,269,166,-69,-23,11,-4
6851,243,174,-70,-26,8,-1
6852,214,179,-68,-29,5,2
6853,184,181,-65,-30,2,3
6854,153,180,-61,-31,-1,4
6855,121,176,-56,-32,-4,5
6856,88,169,-50,-33,-7,6
6857,54,161,-43,-34,-8,7
6858,19,152,-35,-35,-9,8
6859,-17,142,-26,-36,-10,9
6860,-52,131,-16,-35,-11,10
6861,-84,119,-7,-32,-12,9
6862,-113,106,1,-29,-13,8
6863,-139,92,8,-26,-14,7
6864,-162,77,14,-23,-15,6
6865,-182,61,19,-20,-16,5
6866,-201,44,23,-19,-17,4
6867,-219,26,26,-18,-18,3
6868,-236,7,28,-17,-19,2
6869,-252,-13,29,-16,-20,1
6870,-267,-34,29,-15,-21,0
6871,-281,-56,28,-14,-22,-1
6872,-294,-79,26,-13,-23,-2
6873,-306,-103,23,-12,-24,-3
6874,-317,-126,19,-11,-23,-4
6875,-327,-146,14,-10,-20,-5
6876,-336,-163,10,-9,-17,-4
6877,-344,-177,7,-8,-14,-3
6878,-351,-188,5,-7,-11,-2
6879,-357,-196,2,-6,-8,-3
6880,-362,-201,-2,-5,-5,-4
6881,-364,-203,-7,-2,-2,-5
6882,-363,-202,-13,1,1,-6
6883,-359,-198,-20,4,4,-7
6884,-352,-191,-26,7,7,-6
6885,-342,-181,-31,10,10,-5
6886,-329,-168,-35,13,13,-4
6887,-313,-152,-38,16,16,-3
6888,-294,-135,-40,19,17,-2
6889,-272,-117,-41,22,18,-1
6890,-247,-98,-41,25,19,0
6891,-219,-78,-42,28,20,-1
6892,-188,-57,-42,31,21,0
6893,-154,-35,-41,34,22,1
6894,-117,-12,-39,37,23,2
6895,-77,12,-36,40,24,3
6896,-36,37,-32,41,25,4
6897,6,63,-27,42,26,5
6898,47,90,-21,41,27,6
6899,85,118,-14,38,28,7
6900,120,145,-6,35,27,8
6901,152,170,1,32,25,7
6902,181,192,7,29,22,6
6903,207,211,12,26,19,5
6904,230,227,16,23,16,4
6905,250,240,19,20,13,3
6906,267,250,21,17,10,2
6907,281,257,22,14,7,1
6908,292,261,22,11,4,0
6909,300,262,21,8,1,-1
6910,305,260,19,5,-2,-2
6911,309,255,16,4,-5,-3
6912,312,247,12,3,-8,-4
6913,314,236,7,2,-11,-5
6914,315,222,1,1,-14,-6
6915,315,205,-6,0,-17,-7
6916,314,185,-14,-1,-20,-8
6917,312,162,-21,-2,-23,-7
6918,309,136,-27,-3,-26,-6
6919,305,107,-32,-4,-29,-5
6920,300,77,-36,-5,-30,-4
6921,294,46,-37,-6,-31,-1
6922,287,14,-35,-7,-32,2
6923,279,-19,-32,-8,-33,3
6924,270,-53,-28,-9,-34,4
6925,260,-88,-23,-10,-35,5
6926,247,-122,-17,-13,-34,6
6927,231,-155,-10,-16,-33,7
6928,212,-185,-2,-19,-30,8
6929,190,-212,7,-22,-27,9
6930,165,-236,17,-25,-24,10
6931,137,-257,26,-28,-21,9
6932,106,-275,34,-31,-18,8
6933,72,-290,41,-34,-15,7
6934,35,-302,47,-37,-12,6
6935,-5,-311,50,-40,-9,3
6936,-44,-317,50,-39,-6,0
6937,-82,-320,47,-38,-3,-3
6938,-119,-320,41,-37,0,-6
6939,-155,-317,32,-36,3,-9
6940,-190,-311,20,-35,6,-12
6941,-222,-302,7,-32,9,-13
6942,-251,-290,-7,-29,12,-14
6943,-277,-275,-22,-26,15,-15
6944,-300,-257,-37,-23,18,-15
6945,-320,-236,-51,-20,21,-14
6946,-337,-212,-64,-17,24,-13
6947,-351,-185,-76,-14,27,-12
6948,-362,-155,-85,-11,30,-9
6949,-370,-122,-91,-8,33,-6
6950,-375,-86,-94,-5,36,-3
6951,-377,-49,-94,-2,37,0
6952,-376,-11,-91,1,38,3
6953,-372,28,-85,4,39,6
6954,-365,68,-76,7,40,9
6955,-355,107,-64,10,39,12
6956,-344,143,-49,11,36,15
6957,-332,176,-31,12,33,18
6958,-319,206,-12,13,30,19
6959,-305,233,6,14,27,18
6960,-290,257,23,15,24,17
6961,-274,278,39,16,21,16
6962,-257,296,52,17,18,13
6963,-239,311,62,18,15,10
6964,-220,323,69,19,12,7
6965,-200,332,73,20,9,4
6966,-179,338,74,21,6,1
6967,-157,341,72,22,3,-2
6968,-134,341,67,23,0,-5
6969,-110,338,59,24,-3,-8
6970,-85,332,48,25,-6,-11
6971,-57,323,34,28,-9,-14
6972,-26,311,17,31,-12,-17
6973,8,296,-3,34,-15,-20
6974,41,278,-22,33,-18,-19
6975,73,257,-40,32,-21,-18
6976,104,233,-55,31,-24,-15
6977,134,206,-67,30,-27,-12
6978,163,176,-76,29,-30,-9
6979,191,143,-82,28,-33,-6
6980,218,107,-85,27,-36,-3
6981,244,68,-85,26,-39,0
6982,269,28,-82,25,-40,3
6983,291,-13,-76,22,-41,6
6984,310,-53,-67,19,-40,9
6985,326,-92,-55,16,-39,12
6986,339,-128,-42,13,-36,13
6987,349,-161,-28,10,-33,14
6988,356,-191,-13,7,-30,15
6989,360,-218,3,4,-27,16
6990,361,-242,18,1,-24,15
6991,359,-263,30,-2,-21,12
6992,354,-281,39,-5,-18,9
